line_id,character,line,TextBlob_subjectivity,TextBlob_polarity,TextBlob_analysis
748,BREE,Extremely. But we’re gonna go now.,1,-0.125,Negative
749,RILEY,"Okay. Bye. Oh, this is the best band ever.",0.4,0.75,Positive
750,???,Alright.,0,0,Neutral
751,???,Michigan knows what's up.,0,0,Neutral
752,ANXIETY,"See? As long as we like what they like, we have all the friends we need.",0.4,-0.05,Negative
753,VAL,"Well, I think I’m calling it a night.",0,0,Neutral
754,RILEY,"Oh, really?",0.2,0.2,Positive
755,VAL,"Yeah. It’s late. Plus, I think you'll wanna get some sleep before tomorrow’s scrimmage.",0.6,-0.3,Negative
756,RILEY,What scrimmage?,0,0,Neutral
757,VAL,It’s just something coach always does on the last day.,0.066666667,0,Neutral
758,DANI,It's how Val made the team as a freshmen.,0,0,Neutral
759,VAL,Don’t tell her that.,0,0,Neutral
760,DANI,Val scored two goals. No freshman has ever done that.,0,0,Neutral
761,VAL,"Dani, stop.",0,0,Neutral
762,???,"Technically, it's not your trial for the next year, but it basically is.",0.05,0,Neutral
763,VAL,You’ll do great. Just be yourself.,0.75,0.8,Positive
764,ANXIETY,Did you hear that? We could become a Fire Hawk like tomorrow!,0,0,Neutral
765,ENVY,"Uh, how do we be yourself if our new self isn’t ready yet?",0.477272727,0.168181818,Positive
766,ANXIETY,Excellent point. Let’s get these memories downstairs.,1,1,Positive
767,SADNESS,Oh...,0,0,Neutral
768,ANXIETY,Is that broccoli?,0,0,Neutral
769,ANGER,"We’re getting deeper and deeper in, Jane.",0,0,Neutral
770,JOY,"Great observation. The long way did turn out to be a little longer than I thought. Anyway, who wants to sing a song?",0.4375,0.190625,Positive
771,DISGUST,Oh! I know a song. It’s called I give up.,0,0,Neutral
772,JOY,"Or let’s play the quiet game. 1, 2, 3, hush.",0.366666667,-0.2,Negative
773,ANGER,I’ll tell you what we do. We go back up there and we kick those-,0,0,Neutral
774,JOY,"Andy, now is not the time.",0,0,Neutral
775,DISGUST,"Jane, this is useless. Real Riley is out there somewhere and we’re never going to find her.",0.25,-0.15,Negative
776,PAULA,You know what? These can go.,0,0,Neutral
777,BOBBY,Forget 'em!,0,0,Neutral
778,JOY,Don't worry. I can find her. I just need to get a better view.,0.5,0.5,Positive
779,JOY,"Okay, well, this isn’t working. And that’s fine. Everything’s fine.",0.5,0.444444444,Positive
780,DISGUST,This is hopeless. I say we cut our losses and walk back.,0,0,Neutral
781,FEAR,This whole trip is just a series of deader and deader ends!,0.4,0.25,Positive
782,ANGER,"Ever since that puberty alarm went off, nothin' around here works the way it's supposed to do.",0,0,Neutral
783,DISGUST,I don’t even recognize this place anymore. It’s light out at one in the morning!,0.7,0.5,Positive
784,FEAR,I have never been inside so many jars in my life!,0.5,0.625,Positive
785,DISGUST,And the Riley we knew is gone!,0,0,Neutral
786,ANGER,"And if Jane can’t see that well, then she’s delusional!",0,0,Neutral
787,JOY,"Delusional? OF COURSE I’M DELUSIONAL!! Do you know how hard it is to stay positive all the time when all you folks do is complain, complain, complain!? Jiminy mother-lovin' toaster-strudel! Do you think I have all the answers? Of course I don’t! We can’t even find the back of our own mind! Alex is right. Riley doesn’t need us as much as she needs them. And that hurts. It really hurts.",0.431833643,0.226848524,Positive
788,ANGER,"Jane, you made a lot of mistakes, a lot. And you'll make a whole lot more in the future. But if you let that stop you, we might as well lie down and give up now.",0.328472222,0.136111111,Positive
789,FEAR,Well actually that does sound kind of nice.,0.6,0.4,Positive
790,ANGER,Come on.,0,0,Neutral
791,ANGER,Excuse us.,0.05,-0.05,Negative
792,BOBBY,Hey! You can’t use that.,0,0,Neutral
793,ANGER,Riley emergency!,0,0,Neutral
794,FEAR,Thank you!,0,0,Neutral
795,ANGER,Hop on!,0,0,Neutral
796,BOBBY,Let’s just forget that ever happened.,0,0,Neutral
797,PAULA,You don’t have to ask me twice.,0,0,Neutral
798,JOY,Look.,0,0,Neutral
799,ANGER,We’re right behind you.,0.617857143,-0.057142857,Negative
800,ANXIETY,"This is great. The Fire Hawks have accepted us. But if coach doesn’t put us on the team, none of that matters.",0.75,0.8,Positive
801,ENVY,Tomorrow is everything.,0,0,Neutral
802,ANXIETY,"Which is why we’re gonna need more help. Pierre, are you paying attention?",0.5,0.5,Positive
803,ENNUI,No.,0,0,Neutral
804,ANXIETY,Embarrassment? Embarrassment?,0,0,Neutral
805,ANXIETY,"Let’s see, what am I looking for?",0,0,Neutral
806,ANXIETY,"Alright guys, it’s gonna be a long night.  So let’s get the team ready.",0.45,0.075,Positive
807,JOY,"Come on, we just need to cut through-  Imagination Land! Oh, you guys are gonna love it. There's French Fry Forest and Cloud Town and-- Whoa. This place has changed.",0.3,0.25,Positive
808,JOY,Mount Crushmore?,0,0,Neutral
809,FEAR,Those are her top four?,0.5,0.5,Positive
810,DISGUST,The only one that matters is Lance.,1,0,Neutral
811,JOY,"Well, at least they got his good night.",0.5,0.2,Positive
812,DISGUST,Every side is his good side.,0.6,0.7,Positive
813,JOY,"""The Rumor Mill""?",0,0,Neutral
814,DISGUST,Ooh! Where all our good gossip comes from.,0.6,0.7,Positive
815,MIND WORKER,"Extra, extra! Pipin, hot rumors, right off the mill.",0.396428571,0.133928571,Positive
816,ANGER,The teachers lounge has a hot tub?,0.85,0.25,Positive
817,FEAR,Lucy from math class is legit psychic?,0,0,Neutral
818,DISGUST,"Abby R's been texting Mike T, but Mike T’s been obsessed over Sarah M?",1,-0.5,Negative
819,ANGER,"Where's ""The Journalistic Integrity""?",0,0,Neutral
820,JOY,Ooh! Fort Pillowton's still here. And it even got bigger. Hmm… And orange?,0.5,0,Neutral
821,ANXIETY,"All rigtht 22, Riley breaks her leg in practice disappointing everyone. Nice job, Now 18 Val and Dan whispering after Riley misses a goal. Great. iWe need to help Riley prepare. Now’s the time we send up every possible thing that can go wrong. We are looking to the future. Every possible mistake she could make. Come on, 17. I’m not seeing anything from you. Riley misses an open goal, Coach writes back her notebook, Yes! More like that.",0.6475,0.08,Positive
822,DISGUST,Oh no. They’re using Riley’s imagination against her.,0,0,Neutral
823,ANXIETY,"Val and her friends like us now. But if we don’t make the team, will they like us tomorrow? Okay, let's go to number three. Bree and Grace's team win and we look stupid. Number 22: Val passes to us and we miss it.",0.633333333,0.166666667,Positive
824,JOY,We can’t let her do this to Riley. We have to shut this down.,0.288888889,-0.155555556,Negative
825,ANXIETY,"Love it, 37. Riley hits the puck into her own net.",0.533333333,0.366666667,Positive
826,ANGER,Why are you drawing a hippo?,0,0,Neutral
827,JOY,I'm not. I’m drawing Riley.,0,0,Neutral
828,DISGUST,"Jane, you forgot her ponytail.",0,0,Neutral
829,JOY,Oh! I love her ponytail. Yes!,0.6,0.625,Positive
830,ANXIETY,"Riley scores and everyone hugs her? 81, that is not helping.",0,0,Neutral
831,DISGUST,"Riley paints her nails to match her jersey, everybody copies her and she is so cool.",0.65,0.35,Positive
832,FEAR,Riley wears knee pads.,0,0,Neutral
833,ANGER,We bought flowers for the losing team. What? I can't always be the rage guy.,0,0,Neutral
834,JOY,"No, no. I liked it.",0.8,-0.3,Negative
835,ANXIETY,"Nail polish, knee pads? I'm starting to think you guys don’t understand the assignment.",0.1,0,Neutral
836,ANXIETY,"What? Um, who sent that projection to Riley?",0,0,Neutral
837,ENNUI,Why would I do that?,0,0,Neutral
838,ENVY,Don't look at me.,0,0,Neutral
839,ANXIETY,What is going on? Who is sending all of this positive–,0,0,Neutral
840,ANXIETY,Jane... I know you’re in there!,0,0,Neutral
841,ANXIETY,The mind police are on their way.,0,0,Neutral
842,FEAR,"Well, I think we give it our best shot.",0.3,1,Positive
843,JOY,Don’t listen to Alex. She’s using these horrible projections to change Riley.,1,-1,Negative
844,ANXIETY,"Jane, I'm doing this for you. This is all so Riley can be happier.",0,0,Neutral
845,JOY,"If you wanted her to be happy, then you'd stop hurting her! Who’s with me? Really? Nothing?",0.6,0.6,Positive
846,ANXIETY,"Sorry, Jane.",1,-0.5,Negative
847,JOY,"Yeah. I see you, 87. A cat! Little off topic, but I’ll take it. Who else? Come on!",0.5,-0.234375,Negative
848,ANXIETY,What if Riley is better than Val and then Val hates her?,0.5,0.5,Positive
849,JOY,"Or what if Riley is better than Val and Val respects her? Yeah, there we go!",0.5,0.625,Positive
850,ANXIETY,"What if Riley is so bad, she has to give up hockey forever?",0.666666667,-0.7,Negative
851,JOY,What if Riley does so well that the coach cries? And the Olympics called and she rallies a weary nation to victory!,0,0,Neutral
852,DISGUST,Uh Jane? Reality is also a thing.,0,0,Neutral
853,ANXIETY,NO!,0,0,Neutral
854,ANGER,"Alex’s got you all chained to desks, drawing nightmares. But you don’t have to take it anymore!",0,0,Neutral
855,JOY,Pencils down! Projections off!,0.288888889,-0.243055556,Negative
856,MIND WORKER #1,Yeah!,0,0,Neutral
857,MIND WORKER #2,Enough is enough!,0.5,0,Neutral
858,ANXIETY,MY PROJECTIONS!!!,0,0,Neutral
859,MIND WORKER #3,Pillow fight!,0,0,Neutral
860,MIND WORKER #4,For Riley!,0,0,Neutral
861,ANXIETY,We need to be prepared!,0,0,Neutral
862,ANXIETY,NO!!,0,0,Neutral
863,FEAR,"Okay, it’s time to go.",0.5,0.5,Positive
864,JOY,"Yeah, I think so.",0,0,Neutral
865,ANGER,"Bring it on, coppers!",0,0,Neutral
866,JOY,Oh no no no.,0,0,Neutral
867,MIND COP,Hey! Get back here!,0,0,Neutral
868,JOY,"Quick, to the Parade of Future Careers. Grab a balloon.",0.286111111,0.027777778,Positive
869,DISGUST,Oh! A pastry chef!,0,0,Neutral
870,JOY,Underpaid.,0,0,Neutral
871,FEAR,Art teacher!,0,0,Neutral
872,JOY,Under appreciated.,0.1,0.2,Positive
873,ANGER,Oh! ethnomusicologist!,0,0,Neutral
874,JOY,"I don’t understand what that is. Oh, Supreme Court Justice!",0,0,Neutral
875,DISGUST,Yes!,0,0,Neutral
876,FEAR,I trust her judgement.,0,0,Neutral
877,ANGER,That's the one!,0,0,Neutral
878,MIND COP,Get back here!,0,0,Neutral
879,JOY,Yes! Now Riley can get some sleep.,0,0,Neutral
880,FEAR,I miss the jar!,0,0,Neutral
881,ANXIETY,"Jane doesn’t get it. Without our projections, we won’t be prepared. Tomorrow’s game is everything.",0.4,-0.4,Negative
882,ENVY,Coach will either make us a Fire Hawk or doom us to a friendless future.,0.125,0,Neutral
883,ANXIETY,I wish we knew what coach thought about us.,0,0,Neutral
884,ENVY,Her note book.,0,0,Neutral
885,ANXIETY,Yes. That’s a great idea.,0.75,0.8,Positive
886,DEBI (V.O.),Everything coach thinks about you is in there.,0,0,Neutral
887,ANXIETY,"All we got to do is to sneak into her office and read it. Come on, Riley, move those feet.",0,0,Neutral
888,ENVY,She doesn’t want to?,0,0,Neutral
889,ANXIETY,Are we pushing her too hard?,0.541666667,-0.291666667,Negative
890,ENVY,We gotta see what’s in the notebook. It's the only way for us to know how we can do better.,0.75,0.25,Positive
891,SADNESS,"Riley, no… Jane? Come in, Jane.",0,0,Neutral
892,JOY,"Steve? Steve, what’s wrong? Why is Riley awake again? Over.",0.9,-0.5,Negative
893,SADNESS,Alex is making Riley break into the coach’s office.,0,0,Neutral
894,JOY,What?,0,0,Neutral
895,ANGER,She knows better than that.,0.5,0.5,Positive
896,DISGUST,She will once we get her sense of self back.,0,0,Neutral
897,JOY,"Steve, you have to stop her. Just don’t get caught. Over.",0,0,Neutral
898,SADNESS,"No, Riley, no.",0,0,Neutral
899,ANXIETY,"Why did she stop?  Steve? Pierre, where’s your phone?",0,0,Neutral
900,ENNUI,"Ooh la la, my phone?! Where is my phone?! Seriously?! This is not happening! NO, NO, NO, NO, NO!!!",0.666666667,-1,Negative
901,ANXIETY,"Okay, she’s got to be around here somewhere. Find her.",0.5,0.5,Positive
902,ENVY,Gotcha!,0,0,Neutral
903,ANXIETY,Steve?,0,0,Neutral
904,SADNESS,"Uh, no?",0,0,Neutral
905,ANXIETY,I know Riley sneaking around feels wrong.,0.9,-0.5,Negative
906,SADNESS,This isn’t who Riley is!,0,0,Neutral
907,ANXIETY,It’s not about who Riley is. It's about who she needs to be.,0,0,Neutral
908,ENVY,Not ready yet?,0.5,-0.1,Negative
909,ANXIETY,Wait. The Coach already decided we’re not making the team?,0,0,Neutral
910,ENVY,No. We have one day left. What do we do? What can we do? What would Val do?,0,0,Neutral
911,ANXIETY,"Okay, okay, okay. Uh well, We’re just gonna have to change coach’s mind. Which means we’re gonna need ideas. Lots of them.",0.5,0.5,Positive
912,DISGUST,Ow!,0,0,Neutral
913,ANGER,"Oh, no! IT'S A BRAINSTORM!!!",0,0,Neutral
914,EMOTIONS,,0,0,Neutral
915,FEAR,Too close!,0,0,Neutral
916,JOY,Hog the puck?! Trash talk the other team?!?!,0.375,-0.1953125,Negative
917,ANXIETY,Yes!,0,0,Neutral
918,JOY,We can’t let these bad ideas get to Riley!,0.666666667,-0.875,Negative
919,DISGUST,Jane!,0,0,Neutral
920,JOY,Smash as many as you can!,0.5,0.625,Positive
921,ANGER,Jane! JOY!!,0.2,1,Positive
922,ENVY,I’ll start sorting these into ideas I wish I thought of.,0,0,Neutral
923,ANXIETY,No no no! None of these are good enough! We need more! Get more!,0.525,0.4875,Positive
924,DISGUST,Get on the balloon!,0,0,Neutral
925,DISGUST,This is worse than the broccoli!,0.6,-0.5,Negative
926,FEAR,Quick! Grab an idea!,0.5,0.520833333,Positive
927,ANGER,These ideas are too small.,0.4,-0.25,Negative
928,ANXIETY,These ideas are too small. We need something bigger.,0.45,-0.125,Negative
929,FEAR,That’s our way out!,0,0,Neutral
930,FEAR,Ready?,0.5,0.2,Positive
931,FEAR,"Jane, we need this idea!",0,0,Neutral
932,JOY,"If Riley takes one of these ideas, it could be a disaster!",0,0,Neutral
933,FEAR,"Jane, the only way out is up!",1,0,Neutral
934,ANXIETY,That’s a big idea.,0.1,0,Neutral
935,ENVY,Ohhh. I like it.,0,0,Neutral
936,FEAR,"Oh, no.  (The emotions tried to hold on but they slip and fall.]",0,0,Neutral
937,FEAR,"Hold me! Seriously, hold me!",0.666666667,-0.416666667,Negative
938,DISGUST,Frank! You have a parachute?!,0,0,Neutral
939,FEAR,Uh yes. The real question is why don’t any of you?,0.3,0.2,Positive
940,DISGUST,Yes!,0,0,Neutral
941,ANGER,Whoa! Yes! We did it!,0,0,Neutral
942,JOY,"We made it! Come on! To the back of the mind! You’re finished, Alex!",0,0,Neutral
943,ANXIETY,"Coach is right, Riley isn’t ready, but we’re so close to a new Riley who is.  This is what we’re missing. We show them we’re a Fire Hawk who will do whatever it takes.",0.385064935,0.105519481,Positive
944,ENVY,Finally! We’re one of them!,1,0,Neutral
945,ANXIETY,"What do you think, Steve?",0,0,Neutral
946,SADNESS,Well I…,0,0,Neutral
947,ANXIETY,Awesome!,1,1,Positive
948,ENVY,Red is really our color.,0.1,0.1,Positive
949,BREE,"I know, It’s so much fun.",0.2,0.3,Positive
950,ENVY,"Okay, it's giving jealousy. I’m sorry.",0.75,0,Neutral
951,ENNUI,They wouldn’t know cool if it hit them in the face.,0.65,0.35,Positive
952,VAL,"Hey, Michigan. Oh, rockin' the red, huh?",0,0,Neutral
953,ANXIETY,Yes! We are in.,0,0,Neutral
954,RILEY,"I hope it's okay. I know I’m not officially a Fire Hawk yet, but I figured since we’re on the same team, we should match. Right?",0.386904762,0.261904762,Positive
955,VAL,"Yeah, yeah, that's fine. Did you um, sleep last night?",0.283333333,0.208333333,Positive
956,RILEY,No. How could I? Big game today.,0.25,-0.2,Negative
957,???,You mean the camp scrimmage?,0.6875,-0.3125,Negative
958,VAL,"Hey, I told you not to freak her out. You’re all good, okay. I see you in your zone. Get ready to scare some goals.",0.533333333,0.466666667,Positive
959,RILEY,"Yeah, I will.",0,0,Neutral
960,ANXIETY,Val scored two goals in the scrimmage to become a Fire Hawk. You know what’s better than two? Three!,0.5,0.625,Positive
961,ENVY,Three. I was just about to say that. We were about to say that at the same time.,0.125,0,Neutral
962,ENNUI,But how are we gonna score three goals?,0,0,Neutral
963,ANXIETY,The new Riley will handle anything. And I think this is the finishing touch. I’ll be right back.,0.33008658,0.140692641,Positive
964,JOY,Come on. We’re so close. The sense of self is just on top of that mount…,0.5,0.5,Positive
965,FEAR,That is a lot.,0,0,Neutral
966,JOY,This is more than I remember sending back here.,0.25,0.25,Positive
967,DISGUST,"Oh, when she walked into that glass door at that party.",0,0,Neutral
968,JOY,"Yeah, and breaking grandma’s favorite plate. Thank goodness these aren’t part of her.",1,0.5,Positive
969,JOY,There it is!,0,0,Neutral
970,RILEY'S SENSE OF SELF,I'm a good person.,0.6,0.7,Positive
971,JOY,Oh no.,0,0,Neutral
972,ANXIETY,"Yes. Come on, come on. Here we go.",0,0,Neutral
973,RILEY'S NEGATIVE SENSE OF SELF,I’m not good enough!,0.55,-0.175,Negative
974,ANXIETY,What?,0,0,Neutral
975,ENVY,"Uh, are you sure-",0.888888889,0.5,Positive
976,ANXIETY,"Uh, don't worry. It’s just that she knows that there’s always room for self improvement. She’ll be fine.",0.5,0.416666667,Positive
977,JOY,"Steve, we have the sense of self. Bring us back. Steve, do you copy?",0,0,Neutral
978,RILEY'S NEGATIVE SENSE OF SELF,I’m not good enough!,0.55,-0.175,Negative
979,ANXIETY,"Okay, I can handle this. I just need to recalibrate the console and make sure it's ready. Just no more surprises. Okay. this one goes here. That one goes there. Not exactly there. Turn it up a little bit. It's gonna be absolutely perfect. That one is definitely wrong. What is happening?",0.615432099,0.181944444,Positive
980,JOY,"Steve, NOW!",0,0,Neutral
981,ANXIETY,AAAHHH!,0,0,Neutral
982,ANGER,Jane?!,0,0,Neutral
983,FEAR,Oh no.,0,0,Neutral
984,ANGER,That was our only way back.,0.5,0,Neutral
985,FEAR,What do we do?,0,0,Neutral
986,DISGUST,We were so close. Jane? Where are you going?,0,0,Neutral
987,JOY,"That’s not… Come on… Please, what am I missing?",0.05,-0.2,Negative
988,DISGUST,Jane. So what do we do now?,0,0,Neutral
989,JOY,"I don’t know. I don’t know how to stop Alex. Maybe we can’t. Maybe this is what happens when you grow up, you feel less joy. But I do know this. Riley will never be herself if we don’t get this back to Headquarters fast.",0.216666667,0.208333333,Positive
990,DISGUST,How?,0,0,Neutral
991,GRACE,"Have a good game, Riley.",0.5,0.15,Positive
992,RILEY,You too.,0,0,Neutral
993,RILEY'S NEGATIVE SENSE OF SELF,I’m not good enough!,0.55,-0.175,Negative
994,ANXIETY,Yes! Go go go!,0,0,Neutral
995,DANI,"Riley, I'm open! Pass it! Pass it!",0.5,0,Neutral
996,VAL,"Yeah, Michigan!",0,0,Neutral
997,DANI,You stepped for the rest of us.,0,0,Neutral
998,ANXIETY,"Yes! One down, two to go.",0.288888889,-0.155555556,Negative
999,DISGUST,"Okay, so how we get her sense of self from here to there?",0.5,0.5,Positive
1000,ANGER,I have an idea. But I really don’t like it.,0.2,0.2,Positive
1001,JOY,"Andy, Riley needs us.",0,0,Neutral
1002,ANGER,"Oh, Pouchy! Well, what are you waiting for? Say the words.",0,0,Neutral
1003,EMOTIONS,"Oh, Pouchy!",0,0,Neutral
1004,POUCHY,Hi everybody! I’m Pouchy!,0,0,Neutral
1005,ANGER,We know!,0,0,Neutral
1006,JOY,"Pouchy, we need to get back to headquarters. Do you have anything that can help us?",0,0,Neutral
1007,POUCHY,I have lots of items. Which one do you think will work the best? A roll of tape? A rubber ducky-,0.3,1,Positive
1008,ANGER,No time!,0,0,Neutral
1009,DISGUST,"Seriously, Pouchy? Dynamite? Don’t you have like a-a jetpack? A plane or something that’s gonna help us?",0.666666667,-0.333333333,Negative
1010,POUCHY,What do you think I have? Everything in here? I offered you the rubber ducky! I offered you the-,0,0,Neutral
1011,JOY,I know what to do. But we’re gonna need a lot more dynamite.,0.5,0.5,Positive
1012,POUCHY,You know what? Good luck!,0.6,0.875,Positive
1013,ANXIETY,"Come on, Riley, get the puck! Take it, take it!",0,0,Neutral
1014,DANI,"Michigan, what are you doing? We’re on the same team!",0.125,0,Neutral
1015,RILEY,Yes!,0,0,Neutral
1016,ANXIETY,"Well, Dani might be a little mad at us, but they'll all forgive us when we make the team. Come on, Riley. One more goal.",0.666666667,-0.104166667,Negative
1017,DISGUST,"Uh, hold on, Jane, we’re gonna blow up this cliff?",0,0,Neutral
1018,JOY,Yep.,0,0,Neutral
1019,DISGUST,And then we’ll ride an avalanche of bad memories back to headquarters?,0.333333333,-0.35,Negative
1020,JOY,Yeah.,0,0,Neutral
1021,DISGUST,And how do we keep the bad memories from forming bad beliefs?,0.666666667,-0.7,Negative
1022,JOY,I don’t know.,0,0,Neutral
1023,DISGUST,Um. Yeah. What could go wrong? I’m in.,0.9,-0.5,Negative
1024,JOY,Ready?,0.5,0.2,Positive
1025,ANGER,For Riley.,0,0,Neutral
1026,DISGUST,Let’s do it.,0,0,Neutral
1027,FEAR,"Here we come, Riley!",0,0,Neutral
1028,JOY,Jump on!,0,0,Neutral
1029,ANXIETY,Come on!,0,0,Neutral
1030,ENVY,"Aw, man!",0,0,Neutral
1031,RILEY'S NEGATIVE SENSE OF SELF,I’m not good enough!,0.55,-0.175,Negative
1032,ANXIETY,You have to score!,0,0,Neutral
1033,COACH ROBERTS,Anderson! Penalty box! Two minutes!,0,0,Neutral
1034,ANXIETY,NO!,0,0,Neutral
1035,BREE,"Grace, are you okay?",0.5,0.5,Positive
1036,ENVY,We hurt Grace.,0,0,Neutral
1037,ANXIETY,It all happened so fast! I didn’t even see her!,0.6,0.3125,Positive
1038,ANXIETY,Oh no. What did I do? No no. I can’t fix it. I can fix it.,0,0,Neutral
1039,JOY,What? No. Come on.,0,0,Neutral
1040,RILEY,"Come on, Riley. Get it together.",0,0,Neutral
1041,ANXIETY,"Come on, Riley. Get it together.",0,0,Neutral
1042,RILEY'S NEGATIVE SENSE OF SELF,I’m not good enough!,0.55,-0.175,Negative
1043,ANXIETY,You've got to score RILEY! OR OR THIS ALL HAVE BEEN FOR NOTHING!!,0,0,Neutral
1044,ENVY,"Alex, you’re putting too much pressure on her!",0.2,0.25,Positive
1045,JOY,Steve!,0,0,Neutral
1046,SADNESS,"Jane, help!",0,0,Neutral
1047,SADNESS,"Come on, we can do this!",0,0,Neutral
1048,DISGUST,It’s not working!,0,0,Neutral
1049,SADNESS,It’s Alex!,0,0,Neutral
1050,JOY,"Alex, stop!",0,0,Neutral
1051,JOY,You don't get to choose who Riley is. Alex....,0,0,Neutral
1052,JOY,You need to let her go.,0,0,Neutral
1053,RILEY'S SENSE OF SELF,I’m a good person.,0.6,0.7,Positive
1054,ANXIETY,Jane...  I’m sorry. I was just trying to protect her. But you’re right... We don’t get to choose who Riley is.,0.767857143,-0.107142857,Negative
1055,JOY (FLASHBACK),We keep the best and...toss the rest.,0.3,1,Positive
1056,RILEY'S SENSE OF SELF,I’m a good person.,0.6,0.7,Positive
1057,DISGUST,"Jane, what are you doing?!",0,0,Neutral
1058,RILEY'S NEW SENSE OF SELF,I’m selfish. I-I’m kind. I’m not good enough! I’m a good person. I need to fit in. But I want to be myself! I'm brave. But I get scared.,0.714285714,0.25,Positive
1059,GRACE,"Riley, you okay?",0.5,0.5,Positive
1060,RILEY,"Yeah. I mean, no. I was such a jerk to you guys. When you guys told me you were going to a different school, I freaked out and I’m so sorry. If you don’t wanna be friends anymore, I get it. But I really hope you can forgive me, someday.",0.5975,-0.1225,Negative
1061,COACH ROBERTS,"Alright, ladies, let’s go!",0,0,Neutral
1062,GRACE,Come on. We got a game to finish.,0.4,-0.4,Negative
1063,SADNESS,"Jane,  Riley wants you.",0.1,0.2,Positive
1064,VAL,"Hey, Minnesota. How long are you gonna stare at your phone?",0.4,-0.05,Negative
1065,RILEY,It’s almost two. Coach is gonna post the list any minute.,0,0,Neutral
1066,JOY,Okay 2:00 PM. That’s in-,0.5,0.5,Positive
1067,ANXIETY,"Six minutes. And what happens if we don’t become a Fire Hawk? Well, thanks for asking, Jane. I’ll tell you. First, Mom and Dad are very disappointed. We don’t go pro and we find work as an enthromusic psychologist, even though we don’t really know what that is. We have no friends and we die alone.",0.427083333,-0.08125,Negative
1068,JOY,"Okay, okay. None of that is happening right now, is it?",0.511904762,0.428571429,Positive
1069,ANXIETY,No?,0,0,Neutral
1070,JOY,Great! So why don’t we take a seat in our special chair?,0.660714286,0.678571429,Positive
1071,ANXIETY,Yeah. That’s a great idea.,0.75,0.8,Positive
1072,JOY,See? Isn't that better?,0.5,0.5,Positive
1073,ANXIETY,Oh yeah. That’s the stuff.,0,0,Neutral
1074,JOY,We can’t control whether Riley makes the team. But what we can control?,0,0,Neutral
1075,ANXIETY,"Well um, Oh! Riley has a Spanish test tomorrow. We need to study.",0,0,Neutral
1076,JOY,Oh! You’re right! We totally-,0.642857143,0.178571429,Positive
1077,ANXIETY,Olvidamos!,0,0,Neutral
1078,JOY,What’s that mean?,0.6875,-0.3125,Negative
1079,ANXIETY,Forgot.,0,0,Neutral
1080,ANGER,"Nice work, Alex.",1,0.6,Positive
1081,DISGUST,I never would have thought of that.,0,0,Neutral
1082,FEAR,Someone paid attention in class.,0,0,Neutral
1083,SADNESS,???.,0,0,Neutral
1084,ENNUI,???.,0,0,Neutral
1085,ENVY,Muchas Gracias.,0,0,Neutral
1086,ANXIETY,"Thanks, guys.",0.2,0.2,Positive
1087,JOY,"Plus, we followed our new varsity caliber training program.",0.454545455,0.136363636,Positive
1088,ENVY,Oh. I wish I thought of that.,0,0,Neutral
1089,JOY,Newsflash. You did.,0,0,Neutral
1090,ENVY,"Wait, you’re right, I did. I'm jealous of myself. Thanks for the reminder.",0.367857143,0.242857143,Positive
1091,POUCHY,You’re welcome!,0.9,1,Positive
1092,JOY,Who said that?,0,0,Neutral
1093,ANGER,"It’s my new buddy, Pouchy.",0.454545455,0.136363636,Positive
1094,POUCHY,Hi everybody! I’m Pouchy!,0,0,Neutral
1095,ANGER,Confetti if we make the team!,0,0,Neutral
1096,FEAR,Good idea-  Aah!,0.6,0.875,Positive
1097,JOY,"That’s great, but either way. We love our girl.",0.675,0.65,Positive
1098,ANGER,Confetti if we don’t!,0,0,Neutral
1099,FEAR,Aah!,0,0,Neutral
1100,VAL,"Oh, is it Coach’s email?",0,0,Neutral
1101,RILEY,"No, it's Bree and Grace.",0,0,Neutral
1102,DISGUST,"Oh, I miss those girls.",0,0,Neutral
1103,NOSTALGIA,"Oh, Remember when Bree and Grace and us share-",0,0,Neutral
1104,NOSTALGIA,I’ll just be downstairs if you need me.,0,0,Neutral
1105,JOY,It's three minutes to two. She’s got this.,0,0,Neutral
1106,EMBARRASSMENT,"And she’s got us! Yeah, right? Cause she's like... Maybe?",0.535714286,0.285714286,Positive
1107,JOY,"Alright, Embarrassment. Everybody, look at Embarrassment!",0,0,Neutral
1108,VAL,"If you don’t make it this year, these always next year.",0,0,Neutral
1109,RILEY,I know.,0,0,Neutral
1110,ANXIETY,I love our girl.,0.6,0.5,Positive
1111,JOY,How could you not?,0,0,Neutral
1112,JOY,She’s super smart.,0.654761905,0.273809524,Positive
1113,SADNESS,And great at hockey.,0.75,0.8,Positive
1114,DISGUST,She’s really creative.,1,0.5,Positive
1115,ENNUI,"She can be bored, but never boring.",1,0,Neutral
1116,JOY,But she can be a little sarcastic from time to time.,0.65,-0.04375,Negative
1117,FEAR,She can have really bad ideas.,0.666666667,-0.7,Negative
1118,ANGER,"Occasionally, she can do the wrong things.",0.5125,-0.25,Negative
1119,JOY,"Sometimes, she can be too hard on herself, but every bit of Riley makes her who she is. And we love all of our girl. Every messy, beautiful piece of her.",0.635416667,0.214583333,Positive
1120,JILL ANDERSEN,"So, Riley, how was camp?",0,0,Neutral
1121,JOY,"Okay, we talked about this. We tell them everything.",0.5,0.5,Positive
1122,RILEY,Uh…,0,0,Neutral
1123,ANXIETY,But what about sneaking into Coach’s office?,0,0,Neutral
